C:\Users\deshu\Desktop\SimulationData\IMG\center_2024_03_27_23_29_11_086.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\left_2024_03_27_23_29_11_086.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\right_2024_03_27_23_29_11_086.jpg,0,0,0,1.082904
C:\Users\deshu\Desktop\SimulationData\IMG\center_2024_03_27_23_29_11_164.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\left_2024_03_27_23_29_11_164.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\right_2024_03_27_23_29_11_164.jpg,0,0,0,1.0742
C:\Users\deshu\Desktop\SimulationData\IMG\center_2024_03_27_23_29_11_243.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\left_2024_03_27_23_29_11_243.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\right_2024_03_27_23_29_11_243.jpg,0,0,0,1.065565
C:\Users\deshu\Desktop\SimulationData\IMG\center_2024_03_27_23_29_11_320.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\left_2024_03_27_23_29_11_320.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\right_2024_03_27_23_29_11_320.jpg,0,0,0,1.057
C:\Users\deshu\Desktop\SimulationData\IMG\center_2024_03_27_23_29_11_400.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\left_2024_03_27_23_29_11_400.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\right_2024_03_27_23_29_11_400.jpg,0,0,0,1.048503
C:\Users\deshu\Desktop\SimulationData\IMG\center_2024_03_27_23_29_11_480.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\left_2024_03_27_23_29_11_480.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\right_2024_03_27_23_29_11_480.jpg,0,0,0,1.040075
C:\Users\deshu\Desktop\SimulationData\IMG\center_2024_03_27_23_29_11_558.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\left_2024_03_27_23_29_11_558.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\right_2024_03_27_23_29_11_558.jpg,0,0,0,1.031715
C:\Users\deshu\Desktop\SimulationData\IMG\center_2024_03_27_23_29_11_637.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\left_2024_03_27_23_29_11_637.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\right_2024_03_27_23_29_11_637.jpg,0,0,0,1.025488
C:\Users\deshu\Desktop\SimulationData\IMG\center_2024_03_27_23_29_11_714.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\left_2024_03_27_23_29_11_714.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\right_2024_03_27_23_29_11_714.jpg,0,0,0,1.017245
C:\Users\deshu\Desktop\SimulationData\IMG\center_2024_03_27_23_29_11_794.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\left_2024_03_27_23_29_11_794.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\right_2024_03_27_23_29_11_794.jpg,0,0,0,1.009068
C:\Users\deshu\Desktop\SimulationData\IMG\center_2024_03_27_23_29_11_874.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\left_2024_03_27_23_29_11_874.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\right_2024_03_27_23_29_11_874.jpg,0,0.1168551,0,1.056736
C:\Users\deshu\Desktop\SimulationData\IMG\center_2024_03_27_23_29_11_956.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\left_2024_03_27_23_29_11_956.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\right_2024_03_27_23_29_11_956.jpg,0,0.3531306,0,1.284182
C:\Users\deshu\Desktop\SimulationData\IMG\center_2024_03_27_23_29_12_034.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\left_2024_03_27_23_29_12_034.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\right_2024_03_27_23_29_12_034.jpg,0,0.5934741,0,1.752306
C:\Users\deshu\Desktop\SimulationData\IMG\center_2024_03_27_23_29_12_110.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\left_2024_03_27_23_29_12_110.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\right_2024_03_27_23_29_12_110.jpg,0,0.8288319,0,2.444088
C:\Users\deshu\Desktop\SimulationData\IMG\center_2024_03_27_23_29_12_190.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\left_2024_03_27_23_29_12_190.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\right_2024_03_27_23_29_12_190.jpg,0,1,0,3.36107
C:\Users\deshu\Desktop\SimulationData\IMG\center_2024_03_27_23_29_12_268.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\left_2024_03_27_23_29_12_268.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\right_2024_03_27_23_29_12_268.jpg,0,1,0,4.299154
C:\Users\deshu\Desktop\SimulationData\IMG\center_2024_03_27_23_29_12_348.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\left_2024_03_27_23_29_12_348.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\right_2024_03_27_23_29_12_348.jpg,0,1,0,5.230229
C:\Users\deshu\Desktop\SimulationData\IMG\center_2024_03_27_23_29_12_428.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\left_2024_03_27_23_29_12_428.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\right_2024_03_27_23_29_12_428.jpg,0,1,0,6.154181
C:\Users\deshu\Desktop\SimulationData\IMG\center_2024_03_27_23_29_12_505.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\left_2024_03_27_23_29_12_505.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\right_2024_03_27_23_29_12_505.jpg,-0.1,1,0,7.069025
C:\Users\deshu\Desktop\SimulationData\IMG\center_2024_03_27_23_29_12_584.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\left_2024_03_27_23_29_12_584.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\right_2024_03_27_23_29_12_584.jpg,-0.3,1,0,7.95898
C:\Users\deshu\Desktop\SimulationData\IMG\center_2024_03_27_23_29_12_664.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\left_2024_03_27_23_29_12_664.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\right_2024_03_27_23_29_12_664.jpg,0,1,0,8.854103
C:\Users\deshu\Desktop\SimulationData\IMG\center_2024_03_27_23_29_12_743.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\left_2024_03_27_23_29_12_743.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\right_2024_03_27_23_29_12_743.jpg,0,1,0,9.74931
C:\Users\deshu\Desktop\SimulationData\IMG\center_2024_03_27_23_29_12_822.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\left_2024_03_27_23_29_12_822.jpg,C:\Users\deshu\Desktop\SimulationData\IMG\right_2024_03_27_23_29_12_822.jpg,0,1,0,10.63796
